order_id,order_date,customer_id,customer_segment,region,product_category,product_name,unit_price,quantity,discount_percent,payment_method,delivery_days,delivery_status,customer_rating,total_sales,rating_missing
ORD-00577,2024-11-27,CUST-1154,New,North,Books,Self-Help Book,685.83,5,20,Net Banking,9.0,Delivered,3.0,2743.32,False
ORD-00578,2024-06-17,CUST-1025,Regular,South,Sports,Yoga Mat,2830.72,4,0,COD,2.0,Delivered,5.0,11322.88,False
ORD-00579,2024-10-28,CUST-1229,New,South,Grocery,Organic Rice 5kg,293.3,6,5,Net Banking,8.0,Delayed,2.0,1671.81,False
ORD-00580,2024-09-29,CUST-1032,New,West,Fashion,Running Shoes,2476.43,6,25,Wallet,6.0,Cancelled,5.0,11143.93,False
ORD-00581,2024-12-28,CUST-1070,Regular,Central,Home & Kitchen,Non-stick Pan,3234.94,6,5,UPI,4.0,Delayed,5.0,18439.16,False
ORD-00582,2024-06-09,CUST-1073,Premium,West,Books,Fiction Novel,860.59,4,25,Credit Card,2.0,Delayed,2.0,2581.77,False
ORD-00583,2024-09-11,CUST-1182,Regular,Central,Books,Biography,849.33,2,10,Net Banking,9.0,Delivered,,1528.79,True
ORD-00584,2024-08-17,CUST-1013,Regular,West,Books,Biography,663.06,1,15,COD,3.0,Delivered,,563.6,True
ORD-00585,2024-10-03,CUST-1055,Regular,Central,Home & Kitchen,Non-stick Pan,1348.37,6,0,Credit Card,2.0,Delayed,4.0,8090.22,False
ORD-00586,2024-08-23,CUST-1025,Regular,West,Sports,Football,512.74,1,15,UPI,6.0,Delivered,4.0,435.83,False
ORD-00587,2024-09-06,CUST-1228,New,Central,Sports,Cycling Gloves,3624.49,4,0,Net Banking,1.0,Delivered,3.0,14497.96,False
ORD-00588,2024-08-10,CUST-1107,Premium,East,Beauty,Sunscreen,417.03,3,20,Credit Card,1.0,Delivered,5.0,1000.87,False
ORD-00589,2024-03-01,CUST-1225,Regular,Central,Books,Self-Help Book,861.28,6,5,COD,7.0,Delivered,5.0,4909.3,False
ORD-00590,2024-06-25,CUST-1188,New,West,Electronics,Wireless Earbuds,4922.11,2,0,COD,9.0,Delayed,1.0,9844.22,False
ORD-00591,2024-11-12,CUST-1170,Regular,South,Home & Kitchen,Storage Box,518.5,4,0,COD,3.0,Cancelled,,2074.0,True
ORD-00592,2024-04-02,CUST-1109,New,Central,Grocery,Organic Rice 5kg,871.26,5,15,UPI,5.0,Delivered,3.0,3702.86,False
ORD-00593,2024-12-24,CUST-1068,Regular,East,Grocery,Organic Rice 5kg,518.39,5,5,Net Banking,4.0,Cancelled,4.0,2462.35,False
ORD-00594,2024-01-21,CUST-1110,New,East,Beauty,Lipstick,677.74,1,0,COD,1.0,Delayed,1.0,677.74,False
ORD-00595,2024-12-15,CUST-1095,New,East,Home & Kitchen,LED Lamp,612.47,6,0,UPI,9.0,Cancelled,3.0,3674.82,False
ORD-00596,2024-11-04,CUST-1236,New,North,Beauty,Face Serum,1613.87,2,20,Wallet,2.0,Cancelled,1.0,2582.19,False
ORD-00597,2024-03-19,CUST-1232,Premium,East,Home & Kitchen,LED Lamp,2607.39,2,15,Net Banking,1.0,Delayed,3.0,4432.56,False
ORD-00598,2024-08-02,CUST-1244,Premium,North,Books,Fiction Novel,833.14,1,10,UPI,9.0,Cancelled,,749.83,True
ORD-00599,2024-09-19,CUST-1052,New,North,Grocery,Olive Oil 1L,644.53,5,25,UPI,2.0,Cancelled,3.0,2416.99,False
ORD-00600,2024-09-14,CUST-1011,Premium,South,Fashion,Jacket,2181.15,5,10,Net Banking,9.0,Delivered,4.0,9815.18,False
